id_8648;d11687952;1;1;0;3;3;$$ - $$$;7223;70;Vegetarian Friendly,Vegan Options,Gluten Free Options
id_2273;d1019904;1;1;5;17;17;$$ - $$$;1714;183;Chinese,Hunan,Asian
id_643;d4043773;0;0;1;4;4;$;494;21;Italian,Pizza
id_851;d4226084;0;0;0;1;0;$;;12;Swiss,European
id_793;d13172414;0;2;2;17;58;$$ - $$$;254;84;Irish,European,Vegetarian Friendly
id_6029;d12911907;2;0;0;1;0;NaN;6355;3;NaN
id_7122;d3322305;12;3;4;27;46;$$ - $$$;5346;95;Bar,International
id_1247;d7805333;0;0;0;0;3;NaN;1565;3;NaN
id_887;d6432242;1;0;2;10;17;$$ - $$$;1105;78;Mediterranean,European,Contemporary
id_773;d2478316;3;8;7;39;38;$$ - $$$;760;190;Italian,Mediterranean,European
id_6025;d4600249;1;0;0;0;1;$;8799;32;Cafe,Spanish
id_35;d696117;17;28;83;317;1,103;$$ - $$$;80;2871;Seafood,Mediterranean,Greek
id_13815;d2176100;3;4;5;7;7;$;12493;30;Mexican,Fast Food,South American
id_1012;d3345223;4;0;6;4;2;NaN;1035;20;Japanese,Sushi,Asian
id_361;d7361724;0;0;0;1;10;$$ - $$$;630;369;Italian,Pizza,Mediterranean
id_3670;d5532357;0;0;1;3;2;$$ - $$$;2711;16;Japanese,Sushi,Asian
id_2171;d1359957;15;7;9;19;9;$$ - $$$;2182;169;Italian,Pizza,Mediterranean
id_1461;d2589168;2;0;0;2;3;$;1256;339;Chinese,Japanese,Seafood
id_1482;d10027275;0;0;0;1;4;$;109;17;Dutch,Cafe,European
id_1365;d1125197;0;0;1;7;1;$$ - $$$;1152;34;Italian,Pizza,Mediterranean
id_8;d9459585;6;18;27;142;497;$$ - $$$;12;1570;Indian,Asian,Vegetarian Friendly
id_1018;d5599563;0;1;2;2;9;$$$$;25;57;French,Belgian,European
id_499;d7623654;0;0;0;1;1;$;534;55;French,Vegetarian Friendly,Vegan Options
id_1466;d2632522;0;1;3;4;6;$$ - $$$;1763;24;Cafe,Turkish,Middle Eastern
id_7814;d7332678;2;4;2;4;6;$$ - $$$;9855;25;Fast Food,Healthy,Vegetarian Friendly
id_689;d10485816;0;0;2;2;11;$$ - $$$;1049;33;Latin,Venezuelan,South American
id_1721;d11688138;37;5;13;5;5;$$ - $$$;1697;66;Bar,British,Pub
id_3703;d5943832;100;51;78;150;129;$$ - $$$;7827;1837;French,Pub,Gastropub
id_3412;d4768085;4;2;3;0;1;$;113;30;Quick Bites,Fast Food
id_538;d2255569;0;0;2;6;15;$;314;83;Cafe,Healthy,Vegetarian Friendly
id_1435;d4597916;0;0;0;8;3;$;1166;29;Italian,Pizza,Mediterranean
id_1837;d7916036;1;0;0;5;12;$$ - $$$;2093;29;Chinese,Asian,Vegetarian Friendly
id_2904;d12350248;1;0;0;0;3;NaN;2795;4;Italian
id_2040;d1109944;4;2;2;13;18;$$ - $$$;1987;473;Mediterranean,Spanish,Vegetarian Friendly
id_1409;d13197631;1;1;0;6;17;$$ - $$$;630;47;French,European,Hungarian
id_197;d918784;1;9;9;24;24;$$ - $$$;304;600;French,European
id_3341;d8772965;0;1;0;2;0;NaN;3953;3;European,Portuguese
id_2926;d6632829;0;0;0;0;2;NaN;;28;NaN
id_8240;d11667577;1;1;0;1;0;NaN;;25;NaN
id_2047;d12243659;0;0;0;0;1;$$ - $$$;3527;1;Italian,Mediterranean
id_4591;d2445499;0;1;0;2;1;$$ - $$$;4435;40;German,European,Central European
id_5296;d11951657;0;0;2;3;4;NaN;6397;9;Italian
id_5;d751711;10;17;69;321;424;$$ - $$$;23;1585;French,Swiss,European
id_6011;d3902868;1;0;0;1;0;$$ - $$$;6284;58;Italian,Pizza
id_678;d5487718;0;0;0;3;5;$$ - $$$;7;144;Italian,Pizza,Neapolitan
id_886;d7995801;1;1;0;0;2;$$ - $$$;893;13;Eastern European
id_4633;d1331796;1;1;1;6;2;$;4599;76;Indian,Pakistani,Vegetarian Friendly
id_3436;d8536895;0;1;2;2;4;$;3342;37;Italian,Vegetarian Friendly,Vegan Options
id_1508;d1328183;0;0;0;0;2;NaN;2030;2;NaN
id_11602;d10392913;4;2;1;10;13;$$ - $$$;7713;33;NaN
id_2769;d1097475;5;3;8;11;10;$$ - $$$;2429;403;Italian,Pizza,Mediterranean
id_4116;d7967318;0;0;0;2;0;$;3883;43;Italian
id_198;d797737;2;7;11;34;57;$$$$;209;276;Italian,Seafood,Mediterranean
id_3015;d2226584;3;2;4;2;5;$$ - $$$;5098;1180;Italian,Pizza,Mediterranean
id_2858;d4052905;36;36;48;114;184;$$ - $$$;2533;458;Italian,Gluten Free Options
id_2423;d5504724;16;20;30;100;112;$$ - $$$;2228;642;Italian,Pizza,Mediterranean
id_10343;d12681857;0;0;0;0;2;$;7758;25;French,European
id_8449;d7241440;46;30;29;36;142;$$ - $$$;541;1791;Mediterranean,European,Spanish
id_9009;d13094972;0;1;1;0;4;$$ - $$$;9331;23;Vegetarian Friendly
id_1251;d5442784;1;0;2;3;8;$;1106;17;Cafe,Vegetarian Friendly
id_7472;d4942642;0;0;0;1;4;$;6748;41;French,Cafe,Vegetarian Friendly
id_6583;d2524119;1;0;1;12;22;$;5371;38;Cafe,British,Vegetarian Friendly
id_873;d4770241;0;0;0;1;0;NaN;898;3;Greek
id_270;d8797372;3;6;6;25;83;$$ - $$$;38;242;Polish,Vegetarian Friendly,Gluten Free Options
id_237;d1496204;0;2;4;32;35;$$ - $$$;214;181;Swedish,Scandinavian,Vegetarian Friendly
id_4653;d11754798;1;0;0;2;0;$;5911;20;Spanish
id_820;d4085056;0;0;0;4;10;$;20;195;Italian,Pizza,Vegetarian Friendly
id_1722;d12867794;0;0;0;9;4;$$ - $$$;1153;13;Asian,Tibetan,Nepali
id_86;d779921;11;19;52;222;441;$;;1317;European,Contemporary,Hungarian
id_4157;d2321047;0;0;1;5;3;$$ - $$$;3199;213;Italian,Vegetarian Friendly,Vegan Options
id_14612;d7994738;15;3;4;11;12;$;13723;51;NaN
id_5080;d10226097;0;0;0;1;0;$$$$;;36;Italian,Seafood
id_4505;d3612769;0;0;0;1;5;$;3406;75;NaN
id_8121;d697526;86;47;63;97;57;$$ - $$$;9814;2782;Bar,Cafe,Fast Food
id_4429;d10619071;0;1;2;7;22;$$ - $$$;;32;Japanese,Sushi
id_4110;d4600226;0;0;0;0;2;NaN;6671;2;Spanish
id_746;d10064175;1;2;0;9;75;$$ - $$$;132;235;International,Vegetarian Friendly,Vegan Options
id_229;d4476199;2;1;3;21;8;$$ - $$$;206;68;Cafe,European,Pub
id_14996;d6403079;44;18;14;21;25;$$ - $$$;16377;129;Bar,European,British
id_5206;d5867903;0;0;1;2;6;NaN;4568;9;NaN
id_4519;d680500;262;147;228;482;260;$$ - $$$;9573;1696;Chinese,Asian,Cantonese
id_252;d12111665;0;0;1;5;24;$;14;47;Cafe,European
id_8993;d5058767;0;0;0;7;7;$;7807;14;Asian,Korean
id_1280;d12949592;0;0;0;2;0;NaN;1241;9;Indian
id_770;d13087286;1;0;0;1;12;$$ - $$$;664;27;Steakhouse,Brazilian,Fusion
id_719;d1341738;1;4;9;35;42;$$ - $$$;437;204;French,German,Vegetarian Friendly
id_1945;d12556149;0;0;1;3;1;$$ - $$$;2364;10;Chinese,International,Asian
id_3501;d11999809;0;0;0;0;1;NaN;;4;French,Cafe,International
id_318;d4093614;0;0;4;18;36;$$ - $$$;272;94;European,Healthy,Vegetarian Friendly
id_1370;d11995686;1;0;0;0;0;NaN;49;6;NaN
id_697;d694885;0;2;2;14;27;NaN;;77;European,Czech
id_211;d2470800;4;5;5;44;142;$$ - $$$;416;807;American,Contemporary,Vegetarian Friendly
id_8305;d13284434;0;0;0;1;3;$$ - $$$;6397;22;Japanese,Asian
id_1539;d13206789;0;3;2;4;14;$$ - $$$;517;44;Italian,Mediterranean,European
id_11299;d10336129;0;0;0;2;0;$$ - $$$;10421;11;French,Bar,Cafe
id_249;d4068550;6;7;11;25;37;$$ - $$$;175;161;Seafood,Mediterranean,European
id_1976;d807906;1;3;16;27;17;$$ - $$$;2281;475;French,European
id_3233;d11998026;1;2;1;5;11;$$ - $$$;3741;357;Italian,Mediterranean,Wine Bar
id_3803;d11721387;1;0;0;4;44;$;130;52;Quick Bites,Bar,Pub
id_2044;d10498197;0;1;0;0;0;NaN;1805;9;NaN
id_4073;d12441400;0;0;0;0;2;$$ - $$$;3749;55;Mediterranean,Spanish
id_1773;d8734791;0;0;0;4;6;$;1974;17;Turkish,Middle Eastern,Vegetarian Friendly
id_482;d2328380;1;0;0;9;4;$$ - $$$;341;49;Indian,Pakistani,Vegetarian Friendly
id_5023;d12068247;0;0;0;1;0;NaN;;2;NaN
id_3552;d10520643;1;0;2;1;1;$;4156;29;European,Portuguese
id_13563;d8401717;1;0;1;2;3;$;11685;7;Seafood
id_3566;d2424319;0;0;0;0;1;NaN;;1;Italian
id_10665;d10677156;0;1;2;1;20;$;5731;24;Indian,Vegetarian Friendly,Vegan Options
id_2660;d9562461;0;0;0;1;0;$$ - $$$;3599;44;NaN
id_2681;d5979704;0;0;0;1;0;NaN;3148;5;NaN
id_2847;d13139218;0;0;0;1;1;NaN;3367;2;NaN
id_3053;d7214349;3;1;1;4;17;$$ - $$$;3266;201;Italian,Mediterranean,European
id_2137;d3193915;0;0;0;0;3;NaN;3037;3;European,Portuguese
id_529;d3691545;0;1;2;5;26;$$ - $$$;527;291;Italian,Pizza,Seafood
id_412;d795702;6;8;17;59;112;$$ - $$$;511;631;Indian,Asian,Balti
id_1151;d2697097;0;0;1;0;3;$$ - $$$;1195;149;NaN
id_8;d8124300;5;7;40;153;439;$$ - $$$;21;1258;European,Eastern European,Central European
id_7672;d3316640;7;1;2;10;7;$$ - $$$;6533;81;Japanese,Sushi,Asian
id_1524;d13001826;0;1;0;1;7;$;716;45;Pizza,Fast Food,Mediterranean
id_984;d793183;76;61;93;268;453;$$$$;2566;1129;Italian,Mediterranean,European
id_636;d12181566;1;0;0;3;5;NaN;;32;NaN
id_2491;d10242690;1;1;5;3;12;$;252;146;Dessert,Italian,Vegetarian Friendly
id_1475;d733450;15;10;28;101;237;$$ - $$$;751;423;Indian,Asian,Vegetarian Friendly
id_72;d4014123;18;16;28;62;132;$$ - $$$;;872;French,Belgian,Brew Pub
id_7996;d10735345;2;0;0;0;0;NaN;;2;Spanish
id_3031;d13198202;0;0;0;1;0;$$ - $$$;3941;28;Italian,Seafood,Mediterranean
id_1810;d5532050;2;3;8;8;22;$;1056;104;Asian,Vietnamese,Vegetarian Friendly
id_451;d2085183;34;24;46;46;31;$$ - $$$;641;291;American,Bar,International
id_304;d6946964;1;0;0;2;11;$;366;94;European,Portuguese
id_1921;d8661176;1;3;1;5;15;NaN;;101;Spanish
id_941;d8293300;1;2;4;4;3;$;83;36;Quick Bites,Fast Food
id_3022;d3873744;0;0;4;17;28;$;2992;49;Italian,Pizza,Vegetarian Friendly
id_716;d12667708;0;0;0;0;6;$;177;9;Fast Food,European,Healthy
id_8588;d5322631;4;4;2;18;24;$;7395;55;Mexican,Fast Food,Vegetarian Friendly
id_14134;d734267;6;7;8;20;22;$$ - $$$;7225;69;Italian,Pizza,Vegetarian Friendly
id_2575;d719805;0;1;6;5;3;$$ - $$$;3851;264;Asian,Thai,Vegetarian Friendly
id_10876;d4185485;4;3;2;4;12;$$ - $$$;12090;25;Indian,Asian,Eastern European
id_1246;d3849968;0;0;1;3;0;$$ - $$$;1263;22;Greek,Vegetarian Friendly
id_2273;d11903856;0;0;1;3;7;$;1598;11;Austrian,European,Central European
id_13892;d8660001;0;0;0;1;1;$$ - $$$;15168;2;French,Deli,Healthy
id_313;d4844610;0;1;0;5;5;$$ - $$$;294;19;Japanese,Sushi,Asian
id_2074;d11909263;0;0;0;1;2;NaN;;5;NaN
id_2617;d12999507;0;0;0;2;1;NaN;3227;3;NaN
id_1000;d12336001;0;0;0;0;4;$;679;23;Cafe,European,Portuguese
id_4777;d2188472;7;1;3;12;57;$$ - $$$;4763;84;Bar
id_1010;d1347837;0;0;0;3;12;$$ - $$$;991;15;Italian,Mediterranean
id_12302;d8261215;2;3;0;6;6;$$ - $$$;10747;17;Italian
id_342;d9741389;2;0;4;3;10;$$ - $$$;470;115;American,Fast Food,Diner
id_2946;d8319709;1;0;0;1;4;$;2726;6;NaN
id_4196;d12572658;0;0;0;0;1;$$ - $$$;7367;2;Bar,Pub
id_4920;d12488103;0;0;0;4;7;NaN;3623;11;Italian,Pizza,Spanish
id_3556;d8857488;2;0;1;6;7;$$ - $$$;3693;29;Indian,Vegetarian Friendly,Vegan Options
id_1239;d4023512;2;6;15;37;61;$$ - $$$;1147;381;Italian,Seafood,Mediterranean
id_5042;d5264177;0;0;0;2;1;$;4648;46;Latin,Argentinean,Vegetarian Friendly
id_3652;d1096951;59;18;13;17;6;$$ - $$$;4369;292;European,Spanish
id_4598;d4946996;0;0;0;1;0;NaN;5785;1;NaN
id_4706;d1388962;40;48;77;129;117;$$ - $$$;3518;486;Chinese,Japanese,Asian
id_20;d696038;7;10;49;143;645;$$$$;109;1246;European,Central European,Hungarian
id_384;d10072291;0;1;3;9;22;$$ - $$$;305;74;Italian,Mediterranean,European
id_3582;d4814839;0;0;0;1;4;$$ - $$$;3809;15;Cafe,Spanish
id_5183;d11914515;0;0;0;1;2;NaN;;9;NaN
id_960;d12598141;0;0;0;4;3;$;608;21;Greek,Vegetarian Friendly
id_1132;d1877226;3;1;3;19;60;$$$$;839;314;Japanese,Asian,Vegetarian Friendly
id_5357;d6703191;0;0;1;3;1;NaN;;59;NaN
id_2961;d5822584;6;2;0;5;16;$$ - $$$;1508;108;German,Mediterranean,European
id_13074;d3912269;0;0;1;1;1;NaN;13873;3;Asian
id_2410;d3393987;0;0;0;0;1;NaN;3305;3;European,Portuguese
id_778;d8729508;0;0;0;2;28;$$ - $$$;;45;NaN
id_11432;d1074698;2;3;3;8;6;$$ - $$$;12646;22;Basque
id_1464;d1953294;1;0;5;23;40;$$ - $$$;1888;839;Italian,Mediterranean,European
id_987;d10385156;0;1;1;6;10;$$ - $$$;309;242;Italian,Seafood,Mediterranean
id_12703;d2011853;9;4;17;24;10;$$ - $$$;14645;145;French,Bar,European
id_13695;d4961398;3;5;10;19;35;$$ - $$$;5204;72;Steakhouse,Mediterranean,Greek
id_2155;d1324782;0;0;1;0;2;$;2026;21;NaN
id_2361;d4506544;0;1;1;3;3;$$ - $$$;146;23;French,Spanish,Wine Bar
id_128;d5949148;1;0;5;23;37;$$ - $$$;89;305;Italian,Mediterranean,European
id_50;d6603135;5;4;18;75;416;$;27;1206;Quick Bites,Italian,Brew Pub
id_12381;d715001;0;1;0;1;0;$$ - $$$;12838;4;French
id_6720;d4093995;0;0;1;1;0;NaN;8103;2;NaN
id_1115;d7359557;0;0;0;0;2;$$ - $$$;1238;110;Italian,Pizza,Vegetarian Friendly
id_7075;d5796187;0;2;0;3;1;$;7934;24;Fast Food
id_12045;d8635738;2;0;1;0;4;$$ - $$$;12634;7;Caribbean
id_7226;d3191302;1;0;3;7;11;$;7138;25;Mediterranean,European,Portuguese
id_3037;d7621848;0;0;0;0;1;$;3339;50;Italian,Pizza,Vegetarian Friendly
id_1244;d2524764;1;0;0;3;2;$$ - $$$;1775;67;Chinese,Sushi,Asian
id_1200;d719718;4;19;41;111;178;$$ - $$$;1041;357;British,Vegetarian Friendly,Vegan Options
id_13354;d3192609;3;3;2;13;14;$;9035;35;Thai
id_773;d5976718;0;2;2;7;8;$$ - $$$;;81;Austrian,Mediterranean
id_961;d804943;0;1;0;0;1;$$ - $$$;999;73;Moroccan,Mediterranean
id_1341;d941095;8;4;7;15;21;$;1305;152;Italian,Pizza,European
id_6536;d4436498;3;0;0;6;10;$$ - $$$;5196;135;Mediterranean,Spanish
id_4618;d8339930;0;0;0;1;0;NaN;5734;2;NaN
id_330;d12875225;5;13;19;24;41;$$ - $$$;310;301;Mediterranean,Vegetarian Friendly,Gluten Free Options
id_5055;d6278406;0;1;1;1;1;NaN;5565;4;NaN
id_3462;d10039662;0;0;0;0;4;$;2677;26;Spanish,Vegetarian Friendly
id_1539;d811284;4;14;10;10;19;$$ - $$$;1373;57;Chinese,Asian,Cantonese
id_7038;d5414878;14;8;24;40;47;$$ - $$$;6010;136;Bar,British,Pub
id_12089;d1035596;0;0;1;0;1;$$ - $$$;9587;15;NaN
id_3327;d953657;16;10;11;42;101;$$ - $$$;3708;188;Indian,Asian,Pakistani
id_8560;d12512228;2;2;0;2;11;$$ - $$$;1114;20;Quick Bites,Barbecue,British
id_4367;d6206971;7;8;7;12;76;$$ - $$$;5940;113;Bar,British,Pub
id_1541;d3729391;0;1;0;0;3;$$ - $$$;;23;Japanese
id_3191;d3970522;7;1;6;25;98;$$ - $$$;2672;151;Japanese,Sushi,Asian
id_1780;d10230660;0;0;1;1;10;$;117;60;Dessert,Italian,Cafe
id_31;d785995;1;1;8;20;101;$$ - $$$;67;749;Lebanese,Mediterranean,Middle Eastern
id_5926;d4182633;2;0;2;2;4;$$ - $$$;4972;66;Japanese,Asian,Korean
id_13175;d3405673;26;10;15;15;3;$$ - $$$;14485;205;French,International,European
id_6678;d10383695;1;1;0;0;2;$$ - $$$;6664;24;Mediterranean,Spanish
id_639;d1489269;3;5;7;16;27;$$ - $$$;72;112;Quick Bites,American,Bar
id_173;d1340332;1;0;3;21;15;$$ - $$$;293;191;Seafood,Mediterranean,Barbecue
id_5738;d2098938;2;0;4;4;3;$$ - $$$;3096;75;Japanese,Sushi,Vegetarian Friendly
id_2288;d10533412;1;0;1;2;2;NaN;31;6;French
id_1040;d10354665;0;0;0;2;10;$;1075;19;Bar,Fast Food,European
id_1611;d803842;0;2;1;1;7;$$ - $$$;2532;726;Pizza,Vegetarian Friendly,Vegan Options
id_914;d2477240;1;0;1;8;6;$;762;44;Italian,Pizza
id_1272;d1080720;15;18;35;59;130;$$$$;1330;626;Mediterranean,European,Spanish
id_9572;d4293803;0;0;0;1;0;NaN;10112;12;French
id_538;d780673;3;2;8;20;15;$$ - $$$;638;103;American,Steakhouse,Bar
id_2255;d4727188;0;0;0;0;4;$$ - $$$;1594;29;Vegetarian Friendly
id_1201;d1103441;1;0;0;0;0;$$ - $$$;1755;28;Russian,Vegetarian Friendly
id_3891;d1901926;1;1;1;1;2;NaN;;6;Italian
id_13199;d718909;1;4;1;3;2;NaN;;11;Italian,Pizza
id_332;d12423010;4;5;6;20;122;$$ - $$$;138;717;Italian,Pizza,Mediterranean
id_3896;d13162505;0;0;0;1;8;$$ - $$$;4516;45;American,Latin,Venezuelan
id_530;d5872756;8;6;11;57;139;$$ - $$$;745;429;French,European
id_438;d3537392;1;0;0;11;10;$;28;80;European,Portuguese
id_1033;d8599829;6;10;28;82;175;$$ - $$$;657;315;Mediterranean,European,Turkish
id_956;d12310002;1;0;2;2;4;$$ - $$$;903;12;Chinese,Spanish
id_1268;d4585716;0;0;0;0;1;$;1398;49;French
id_14403;d10760580;0;1;2;0;2;NaN;14655;5;Turkish
id_1698;d11888740;1;2;0;2;0;$$ - $$$;2453;30;Indian,Vegetarian Friendly,Vegan Options
id_283;d8841562;1;0;2;2;7;$$ - $$$;31;12;Bar,Cafe,Pub
id_460;d1039687;0;0;3;5;10;$$ - $$$;679;65;Italian,Mediterranean,Vegetarian Friendly
id_1257;d2096546;0;1;1;3;4;$$ - $$$;806;155;Chinese,Asian,Vegetarian Friendly
id_1168;d6883153;0;0;3;9;5;$$ - $$$;1462;93;Seafood,European,Portuguese
id_5916;d6672773;1;2;10;18;35;$$ - $$$;4230;70;NaN
id_377;d4211999;2;4;14;18;14;$$ - $$$;372;134;Japanese,Sushi,Asian
id_1712;d4556019;0;0;0;1;0;$$ - $$$;1434;9;Italian,International,Barbecue
id_2185;d12049003;0;0;0;0;1;NaN;3188;1;NaN
id_1686;d12538734;1;0;0;1;17;$$ - $$$;;44;Mexican
id_1754;d4930739;0;0;1;5;9;$$ - $$$;2044;480;Italian,Pizza,Mediterranean
id_702;d10678700;0;0;0;0;1;$$ - $$$;931;37;Portuguese
id_1533;d4697825;0;0;0;2;10;$$ - $$$;1006;139;French,European
id_684;d944247;5;3;4;5;20;$$ - $$$;993;89;Bar,International
id_2111;d695083;0;1;4;14;27;$$ - $$$;1413;181;Mediterranean,European,Greek
id_2171;d4098079;0;0;0;0;1;$$ - $$$;13;67;Steakhouse
id_206;d10395526;1;0;1;6;22;$$ - $$$;23;150;Japanese,International,Asian
id_7701;d789885;0;0;3;5;3;$$ - $$$;7913;52;Japanese,Sushi,Asian
id_540;d4770088;0;1;0;1;1;NaN;464;6;NaN
id_1228;d10331391;1;1;1;3;7;$$ - $$$;1693;133;International,Mediterranean,Spanish
id_3244;d1774775;8;9;8;57;69;$$ - $$$;3491;157;Belgian,Bar,European
id_3998;d2323613;1;1;1;12;26;$$ - $$$;3821;177;Italian,Vegetarian Friendly,Gluten Free Options
id_1208;d12995806;0;0;0;1;8;$$ - $$$;1193;34;Asian,Vietnamese,Street Food
id_1925;d4748988;2;0;0;5;9;$;2179;50;Italian,Pizza,Mediterranean
id_12014;d3735127;0;0;0;0;1;NaN;11596;16;Seafood,Healthy
id_1608;d4591733;0;1;0;0;5;NaN;1731;9;Italian
id_45;d813285;56;38;106;389;784;$$ - $$$;101;3399;Austrian,Vegetarian Friendly,Gluten Free Options
id_2041;d6868018;0;0;0;1;2;$$ - $$$;3012;225;Mediterranean,Spanish,Vegetarian Friendly
id_6690;d3242259;1;4;7;4;2;$$ - $$$;7734;37;Seafood,Spanish
id_480;d6698437;0;0;0;3;2;$$ - $$$;757;42;Italian,Vegetarian Friendly
id_1313;d8736586;0;1;0;1;0;$$ - $$$;1354;5;Cafe
id_1010;d1507237;44;30;46;87;51;$$ - $$$;2121;608;Asian,Thai,Vegetarian Friendly
id_1334;d12384552;0;0;0;0;3;$;1764;3;Bar,Pub
id_7657;d3179035;3;4;2;4;0;$;8461;34;NaN
id_73;d1545969;27;41;124;593;1,410;$$ - $$$;106;2390;Indian,Asian,Vegetarian Friendly
id_3625;d1385082;14;11;11;32;33;$$ - $$$;2934;265;Mediterranean,European,Spanish
id_1630;d12081682;0;0;0;0;4;$$ - $$$;2265;14;Italian,Vegetarian Friendly
id_299;d779071;79;53;102;289;308;$$ - $$$;895;1336;Chinese,Asian,Cantonese
id_1069;d5536153;0;0;1;5;8;$$ - $$$;;17;Japanese,Sushi
